ID,POL,GODINE,TIP,WiFi servis,Pogodnost dolaska/odlaska,Onlajn rezervisanje,Lokacija hotela,Usluga hrane,Komfor boravka,Zabava u zajednickim prostorijama,Usluga checkin i checkout,Drugi servisi,?isto?a,ZADOVOLJSTVO
41399,Male,32,business,1,1,1,1,4,4,4,1,1,4,satisfied
110473,Female,49,aviation,2,5,2,3,2,5,4,5,4,3,neutral or dissatisfied
114034,Male,63,tourism,0,5,0,4,3,5,5,4,5,5,satisfied
23568,Male,26,tourism,2,2,2,2,5,5,5,2,5,5,satisfied
78321,Female,46,academic,1,1,1,1,4,5,4,5,4,3,satisfied
106546,Male,27,tourism,3,3,3,4,4,3,4,3,4,4,neutral or dissatisfied
36379,Female,51,academic,3,3,3,3,4,5,3,2,3,1,satisfied
94032,Male,52,aviation,3,3,2,3,3,4,4,3,4,5,satisfied
18425,Male,17,tourism,3,4,3,3,5,5,5,4,4,5,neutral or dissatisfied
4739,Male,77,business,3,3,3,3,5,2,4,1,4,5,satisfied
103423,Female,58,aviation,3,4,3,3,2,4,5,4,5,3,neutral or dissatisfied
124362,Female,55,aviation,2,2,2,2,2,4,4,3,4,4,satisfied
88082,Female,44,academic,5,5,5,5,4,4,3,3,3,4,satisfied
35361,Female,42,aviation,5,4,4,4,3,2,5,1,5,1,satisfied
19526,Female,58,academic,4,2,2,2,3,4,4,1,4,2,neutral or dissatisfied
33453,Male,21,academic,1,2,1,3,1,4,4,4,4,4,neutral or dissatisfied
71786,Female,35,tourism,2,2,2,4,4,4,4,4,4,4,neutral or dissatisfied
100259,Male,24,personal,2,2,2,3,3,3,3,5,5,3,neutral or dissatisfied
1010,Female,53,business,1,1,1,1,5,1,5,5,5,5,satisfied
69919,Male,52,tourism,1,4,1,4,2,4,2,3,4,2,neutral or dissatisfied
127623,Female,36,academic,1,1,1,3,3,3,3,5,4,3,neutral or dissatisfied
68991,Female,46,tourism,5,5,5,5,4,4,4,4,5,4,satisfied
27895,Male,51,business,3,4,4,4,3,3,3,2,1,3,satisfied
112661,Male,53,aviation,1,1,3,1,2,4,4,3,4,3,satisfied
87984,Female,40,academic,4,4,4,4,2,5,3,3,3,5,satisfied
7832,Male,63,business,4,4,3,4,2,2,2,1,4,2,satisfied
79374,Male,45,academic,5,5,5,4,2,2,2,4,5,2,satisfied
93908,Male,44,business,5,3,5,5,4,4,5,3,5,4,satisfied
34535,Female,28,aviation,3,5,5,5,3,3,3,4,3,3,neutral or dissatisfied
57704,Female,35,academic,3,4,3,1,4,3,4,3,4,4,neutral or dissatisfied
125441,Male,27,personal,4,4,4,3,1,1,1,2,3,1,neutral or dissatisfied
29035,Female,7,business,4,2,4,4,1,1,1,1,4,1,satisfied
35455,Male,9,aviation,2,4,2,3,5,5,5,5,4,5,neutral or dissatisfied
17531,Female,59,tourism,3,5,3,1,4,5,3,5,3,5,neutral or dissatisfied
41187,Male,28,personal,3,4,3,3,5,5,5,3,5,5,neutral or dissatisfied
60473,Female,57,business,5,5,5,5,5,4,5,4,5,3,satisfied
78250,Male,21,aviation,4,5,4,2,3,1,3,5,5,3,neutral or dissatisfied
9705,Male,12,business,2,1,2,3,5,5,5,2,3,5,neutral or dissatisfied
115439,Female,55,personal,3,3,3,3,5,4,4,3,4,3,satisfied
63403,Female,54,tourism,0,4,0,5,3,4,5,4,5,4,satisfied
88541,Female,46,tourism,3,5,3,5,5,4,2,5,2,3,neutral or dissatisfied
103925,Male,29,academic,5,4,4,3,2,1,2,3,4,2,satisfied
40563,Male,46,academic,4,4,5,5,4,4,4,2,4,4,satisfied
40619,Male,41,business,3,2,3,3,3,2,3,3,3,3,neutral or dissatisfied
74340,Female,39,business,1,4,1,3,3,5,2,4,2,5,neutral or dissatisfied
37726,Male,28,academic,1,5,1,1,3,3,3,4,4,3,neutral or dissatisfied
14657,Male,52,business,2,5,0,1,2,2,2,3,4,2,neutral or dissatisfied
32369,Male,59,tourism,5,5,5,5,2,4,5,4,5,3,satisfied
86509,Male,27,personal,3,4,2,1,1,1,1,4,4,1,neutral or dissatisfied
92562,Female,43,academic,5,5,5,5,5,5,4,3,4,5,satisfied
59040,Female,29,tourism,1,1,1,4,3,3,3,1,4,3,neutral or dissatisfied
98434,Female,56,personal,3,5,3,3,3,4,3,4,4,4,neutral or dissatisfied
77335,Female,49,tourism,2,2,2,2,2,5,3,4,3,3,satisfied
63442,Male,11,tourism,4,5,2,5,2,2,2,5,4,2,neutral or dissatisfied
56122,Female,56,tourism,3,3,3,3,4,4,5,3,5,4,satisfied
113805,Female,41,tourism,2,2,2,2,5,5,2,5,2,5,satisfied
51975,Male,68,academic,4,2,5,2,4,4,4,5,4,4,satisfied
6573,Female,41,business,4,4,4,4,4,5,5,4,5,3,satisfied
103023,Male,54,aviation,5,5,2,5,5,5,4,3,4,5,satisfied
74285,Female,11,academic,4,4,4,4,3,3,3,3,5,3,satisfied
110668,Female,36,aviation,3,2,2,2,3,3,3,2,3,3,neutral or dissatisfied
114952,Female,21,personal,0,0,0,3,3,3,3,3,5,3,satisfied
78635,Female,47,aviation,1,1,1,1,4,5,5,4,5,4,satisfied
116271,Male,28,tourism,4,4,4,4,3,3,3,2,3,3,neutral or dissatisfied
104107,Male,53,business,2,2,2,2,5,5,5,2,3,5,neutral or dissatisfied
122701,Male,53,business,2,4,2,3,2,2,2,5,4,2,neutral or dissatisfied
21309,Female,12,tourism,3,1,3,4,4,4,4,2,3,4,neutral or dissatisfied
97732,Male,57,aviation,3,4,4,4,4,4,3,4,3,4,neutral or dissatisfied
112421,Female,46,tourism,3,1,1,1,3,4,3,4,3,1,neutral or dissatisfied
79631,Male,17,business,2,5,5,5,2,3,2,4,3,2,neutral or dissatisfied
41588,Female,28,aviation,2,5,2,4,2,2,2,3,5,2,neutral or dissatisfied
82141,Male,30,personal,3,3,3,3,5,5,5,3,5,5,satisfied
40507,Female,17,academic,1,4,1,4,1,1,1,2,5,1,neutral or dissatisfied
9785,Male,9,tourism,3,5,3,4,1,1,1,3,1,1,neutral or dissatisfied
36840,Female,44,business,2,3,2,1,3,3,3,1,2,3,neutral or dissatisfied
62058,Female,18,academic,2,1,2,4,5,5,5,4,4,5,neutral or dissatisfied
96668,Male,63,academic,1,1,1,1,5,5,5,1,2,5,neutral or dissatisfied
30462,Female,49,business,4,3,3,3,2,4,4,3,4,4,satisfied
10921,Male,52,tourism,2,2,2,2,3,5,3,5,3,4,satisfied
49880,Male,53,tourism,4,4,4,4,4,4,4,2,4,4,neutral or dissatisfied
64378,Male,51,academic,1,2,1,3,4,4,4,2,3,4,neutral or dissatisfied
109563,Female,56,tourism,1,2,1,3,3,4,3,1,3,2,neutral or dissatisfied
12868,Male,69,academic,2,4,1,3,1,1,1,4,4,1,neutral or dissatisfied
115208,Male,50,academic,5,5,5,5,2,5,5,4,5,3,satisfied
126843,Male,49,business,1,4,4,4,1,1,1,4,2,1,neutral or dissatisfied
115764,Female,36,aviation,1,3,1,3,5,5,5,4,3,5,neutral or dissatisfied
78493,Male,59,academic,3,3,3,3,2,2,3,2,3,1,neutral or dissatisfied
45715,Female,45,business,4,5,1,1,1,2,4,2,4,2,neutral or dissatisfied
10656,Female,37,academic,5,5,5,5,4,5,5,5,5,4,satisfied
88504,Female,61,aviation,1,1,1,1,4,5,5,5,5,3,satisfied
77460,Female,56,academic,3,4,3,3,4,3,3,4,3,1,neutral or dissatisfied
43836,Female,44,business,5,5,5,5,4,4,4,5,4,1,satisfied
52303,Male,50,aviation,1,2,2,2,1,1,1,3,1,1,neutral or dissatisfied
62786,Male,20,aviation,5,5,5,4,2,2,2,3,5,2,satisfied
90142,Male,52,personal,1,1,1,1,1,1,5,4,5,4,satisfied
30785,Female,35,tourism,3,3,3,3,1,3,4,5,4,3,satisfied
30527,Female,60,tourism,5,4,4,4,1,4,5,5,5,4,satisfied
14222,Male,27,academic,4,5,4,5,5,1,5,5,5,5,neutral or dissatisfied
93033,Female,41,tourism,3,3,1,3,5,4,4,5,4,4,satisfied
79669,Female,36,academic,4,5,4,3,5,5,5,3,3,5,neutral or dissatisfied
43692,Female,33,academic,5,2,3,2,5,5,5,2,1,5,satisfied
123862,Male,49,business,3,1,3,3,5,5,5,3,5,5,satisfied
68012,Female,47,academic,2,2,2,2,4,5,5,4,5,4,satisfied
79982,Female,38,tourism,4,0,4,3,2,2,2,3,4,2,neutral or dissatisfied
82953,Male,25,aviation,5,0,5,1,2,2,2,5,4,2,satisfied
109894,Female,54,aviation,3,1,1,1,2,4,3,4,3,4,satisfied
102848,Male,27,tourism,5,3,3,3,5,5,5,3,2,5,satisfied
7981,Female,46,business,1,1,1,1,5,4,5,3,5,3,satisfied
114057,Male,31,tourism,3,4,4,1,3,2,3,5,5,3,neutral or dissatisfied
82276,Male,72,academic,2,4,1,4,3,4,2,3,2,1,neutral or dissatisfied
94687,Female,51,tourism,1,1,1,1,2,5,4,5,4,3,satisfied
77171,Female,47,tourism,1,1,1,1,4,5,4,4,4,4,satisfied
65940,Male,56,aviation,2,2,3,2,2,2,2,1,4,2,neutral or dissatisfied
126132,Male,53,personal,5,5,5,5,4,4,4,3,4,3,satisfied
124041,Female,38,business,4,4,4,2,4,3,4,4,5,4,satisfied
129429,Female,46,business,1,4,1,3,2,2,2,4,4,2,neutral or dissatisfied
63357,Female,21,academic,3,4,3,4,1,1,1,2,5,1,neutral or dissatisfied
122694,Female,56,tourism,2,5,2,3,4,4,1,5,1,3,neutral or dissatisfied
79124,Male,52,tourism,2,5,2,4,1,1,1,4,5,1,neutral or dissatisfied
16936,Female,59,academic,3,3,3,3,3,3,3,4,3,1,neutral or dissatisfied
77491,Female,25,aviation,4,4,3,4,3,3,3,4,5,3,satisfied
14094,Female,33,tourism,4,4,4,4,3,5,5,1,5,3,satisfied
31043,Female,44,tourism,3,2,2,1,1,4,1,3,4,1,neutral or dissatisfied
7619,Male,77,tourism,2,2,2,2,3,3,3,1,2,3,neutral or dissatisfied
78548,Female,12,tourism,2,4,2,1,1,1,1,3,5,1,neutral or dissatisfied
5153,Female,24,personal,2,4,2,4,3,3,3,4,5,3,neutral or dissatisfied
41577,Male,12,academic,3,1,3,2,3,3,3,2,3,3,neutral or dissatisfied
118006,Female,21,tourism,4,4,4,4,1,1,1,4,4,1,neutral or dissatisfied
3669,Female,30,tourism,3,3,3,3,3,3,3,3,3,3,neutral or dissatisfied
1930,Male,26,tourism,2,4,2,4,4,4,4,5,4,4,neutral or dissatisfied
75520,Male,60,academic,3,3,3,3,4,5,5,4,5,3,satisfied
34938,Female,38,tourism,2,4,2,5,5,5,5,3,4,5,neutral or dissatisfied
56125,Male,38,academic,1,1,1,1,4,4,5,4,5,3,satisfied
5872,Female,47,academic,5,3,5,5,3,5,4,3,4,5,satisfied
80727,Male,42,tourism,4,4,4,4,5,5,5,4,5,3,satisfied
30749,Male,47,academic,3,3,3,3,3,3,3,1,4,3,neutral or dissatisfied
7990,Female,23,academic,2,3,2,4,5,5,5,2,3,5,neutral or dissatisfied
85489,Female,26,aviation,1,5,1,5,3,5,3,4,4,3,neutral or dissatisfied
102762,Male,50,business,4,1,4,4,5,5,4,5,4,5,satisfied
24715,Male,23,business,2,2,2,3,4,4,4,4,4,4,neutral or dissatisfied
19992,Female,12,business,1,1,2,1,3,3,3,3,3,3,satisfied
63307,Male,37,academic,3,5,5,5,3,3,3,4,4,3,neutral or dissatisfied
46439,Male,30,aviation,5,2,2,2,5,5,5,3,3,5,satisfied
68660,Male,74,academic,4,5,5,5,4,3,4,2,4,1,neutral or dissatisfied
7078,Male,34,academic,4,4,4,4,4,4,4,3,2,4,neutral or dissatisfied
113804,Male,23,tourism,4,4,4,4,5,5,5,4,4,5,satisfied
105112,Female,58,academic,1,1,5,1,3,5,5,3,5,4,satisfied
60345,Female,62,personal,4,5,4,4,5,5,5,5,5,3,satisfied
92760,Female,60,tourism,1,4,1,1,4,5,5,4,5,4,satisfied
15743,Male,31,personal,3,3,3,3,5,5,5,1,3,5,satisfied
31859,Female,36,business,2,2,2,2,2,3,4,3,4,4,satisfied
46814,Male,37,tourism,2,2,2,2,2,5,5,1,5,3,satisfied
128435,Male,40,tourism,3,2,2,2,3,3,3,1,4,3,neutral or dissatisfied
56619,Male,33,academic,4,1,1,1,4,4,4,1,3,4,neutral or dissatisfied
37233,Male,85,tourism,1,1,5,1,5,4,3,4,4,4,satisfied
127073,Female,23,business,2,3,3,3,2,3,2,3,4,2,neutral or dissatisfied
50473,Male,26,tourism,4,0,4,4,3,3,3,5,2,3,neutral or dissatisfied
24483,Female,30,academic,1,4,5,4,1,1,1,2,4,1,neutral or dissatisfied
54755,Female,26,business,3,5,5,5,3,3,3,5,2,3,satisfied
93026,Female,25,business,3,2,3,3,5,5,5,2,3,5,neutral or dissatisfied
124809,Male,58,tourism,2,2,2,2,5,4,4,3,4,3,satisfied
115803,Female,30,academic,2,4,3,4,2,2,2,3,3,2,neutral or dissatisfied
37891,Female,36,tourism,2,2,2,2,3,4,2,1,2,2,neutral or dissatisfied
106018,Female,48,business,1,1,1,4,5,4,3,2,3,4,neutral or dissatisfied
8602,Male,55,aviation,0,5,0,1,4,5,2,5,2,3,satisfied
103841,Female,22,aviation,2,3,3,3,2,2,2,3,3,2,neutral or dissatisfied
9186,Male,23,business,3,2,3,4,2,2,2,3,3,2,neutral or dissatisfied
69073,Male,65,tourism,1,1,1,1,3,2,4,3,4,4,satisfied
30132,Female,18,tourism,5,5,5,2,3,3,3,3,5,3,satisfied
117485,Male,27,business,3,5,5,5,3,3,3,1,3,3,neutral or dissatisfied
70815,Male,60,academic,4,4,4,3,3,3,3,2,4,3,neutral or dissatisfied
73506,Female,55,business,1,1,1,1,3,5,5,4,5,3,satisfied
19164,Male,48,personal,4,1,1,1,4,4,4,5,5,4,satisfied
119372,Male,51,business,3,3,3,3,5,4,3,4,3,5,satisfied
36760,Male,25,academic,3,3,3,1,3,3,4,3,2,3,neutral or dissatisfied
23786,Female,40,academic,2,2,2,2,2,4,5,3,5,4,satisfied
51255,Male,38,personal,4,1,1,1,4,4,4,3,1,4,satisfied
57059,Female,40,business,2,4,2,4,2,2,2,3,4,2,neutral or dissatisfied
100826,Male,45,tourism,3,3,3,3,3,4,4,5,4,5,satisfied
45391,Female,32,academic,3,3,3,3,5,5,5,2,3,5,satisfied
28472,Female,25,tourism,2,2,2,4,2,5,3,5,3,5,neutral or dissatisfied
106933,Female,49,aviation,1,0,0,3,3,3,3,3,4,3,neutral or dissatisfied
61745,Male,48,tourism,3,5,5,5,2,3,4,4,4,1,neutral or dissatisfied
12667,Male,34,academic,4,4,4,4,1,3,4,3,4,5,satisfied
260,Male,62,aviation,2,5,5,5,2,3,2,2,2,2,neutral or dissatisfied
12500,Female,52,business,5,2,2,2,4,4,5,3,5,2,satisfied
5201,Male,51,personal,3,3,5,3,5,5,5,5,5,5,satisfied
23479,Male,16,tourism,4,4,4,4,1,1,1,4,3,1,neutral or dissatisfied
82210,Female,46,business,3,3,3,3,2,4,5,3,5,3,satisfied
52348,Female,49,tourism,5,5,5,5,1,4,5,2,5,1,satisfied
5485,Male,48,business,1,1,1,1,4,4,4,3,4,5,satisfied
30854,Male,39,academic,1,4,4,4,1,1,1,1,4,1,neutral or dissatisfied
107270,Female,36,tourism,2,4,5,4,2,2,2,2,3,2,neutral or dissatisfied
71980,Male,24,academic,2,2,2,4,1,1,1,3,2,1,neutral or dissatisfied
103773,Female,16,academic,3,1,3,4,4,3,4,2,3,4,neutral or dissatisfied
123319,Male,52,tourism,1,5,5,5,1,1,1,3,2,1,neutral or dissatisfied
105929,Male,31,academic,3,4,3,3,3,3,3,3,4,3,satisfied
93244,Male,58,tourism,5,5,5,5,4,4,4,3,4,4,satisfied
23694,Male,37,business,3,1,3,1,2,2,2,2,1,2,neutral or dissatisfied
92538,Male,62,tourism,0,5,0,4,2,2,2,3,5,2,satisfied
73961,Female,68,business,4,5,4,1,4,4,2,5,2,3,neutral or dissatisfied
66354,Female,42,tourism,1,4,4,4,1,3,1,2,1,1,neutral or dissatisfied
56213,Female,50,tourism,4,4,4,2,4,4,4,3,4,4,satisfied
10108,Female,23,academic,2,4,2,4,2,4,2,4,4,4,neutral or dissatisfied
38608,Male,34,business,3,5,5,5,2,4,3,4,3,4,neutral or dissatisfied
125074,Male,51,business,4,4,4,4,5,5,4,4,4,3,satisfied
96385,Male,49,tourism,1,1,1,1,3,5,4,5,4,5,satisfied
5191,Male,48,academic,2,2,2,2,3,5,5,4,5,3,satisfied
33402,Female,61,aviation,2,2,2,3,1,4,1,2,1,1,neutral or dissatisfied
64570,Male,22,academic,0,0,0,3,3,2,3,3,5,3,satisfied
61305,Male,47,academic,3,1,2,3,1,1,1,4,3,1,neutral or dissatisfied
75089,Female,18,academic,3,5,3,4,5,5,5,5,4,5,neutral or dissatisfied
125726,Female,57,business,1,1,1,1,4,4,4,4,4,4,satisfied
11109,Male,11,business,0,5,0,1,5,5,5,4,5,5,satisfied
121271,Male,52,tourism,3,5,3,2,2,2,2,4,5,2,neutral or dissatisfied
107337,Female,18,tourism,0,0,0,2,3,3,3,5,5,3,satisfied
125607,Male,39,aviation,4,4,4,4,4,5,4,4,4,3,satisfied
86344,Male,50,tourism,1,1,1,1,4,4,2,4,2,3,satisfied
98593,Female,39,academic,2,2,2,2,2,4,5,5,5,3,satisfied
45876,Male,44,tourism,1,1,1,1,3,2,3,1,3,2,satisfied
26609,Female,58,tourism,4,1,4,4,2,2,5,2,5,4,satisfied
26757,Male,50,academic,2,2,2,2,5,4,2,4,2,4,neutral or dissatisfied
122470,Male,25,personal,3,3,3,3,3,3,3,2,3,3,neutral or dissatisfied
52826,Female,52,business,2,2,2,2,2,4,5,4,5,4,satisfied
68818,Female,25,academic,4,2,2,2,4,4,4,4,4,4,neutral or dissatisfied
34718,Male,43,personal,3,3,2,3,3,4,4,4,4,4,satisfied
56270,Male,46,academic,3,2,3,3,3,5,4,3,4,4,satisfied
116858,Female,37,tourism,2,2,2,1,5,5,5,3,4,5,neutral or dissatisfied
108874,Male,54,aviation,3,5,5,5,3,3,3,4,3,3,neutral or dissatisfied
100304,Female,33,academic,1,1,1,1,2,5,5,4,5,3,satisfied
50926,Male,66,business,3,4,3,3,4,4,4,1,4,4,neutral or dissatisfied
60522,Male,25,business,2,3,2,4,4,4,4,3,3,4,neutral or dissatisfied
54198,Female,9,tourism,2,4,2,1,4,5,4,2,2,4,neutral or dissatisfied
50312,Male,54,aviation,3,1,5,1,3,3,3,3,3,3,neutral or dissatisfied
59212,Female,33,tourism,4,4,5,3,3,3,3,5,4,3,neutral or dissatisfied
54417,Female,64,aviation,1,2,2,2,2,3,1,3,1,2,neutral or dissatisfied
36357,Female,43,academic,5,5,5,5,5,1,4,2,4,1,satisfied
79023,Male,38,academic,2,1,5,5,2,2,2,3,3,2,neutral or dissatisfied
99272,Female,56,aviation,4,4,4,4,5,4,5,5,5,3,satisfied
82022,Male,65,tourism,2,4,2,3,4,4,4,4,5,4,neutral or dissatisfied
13643,Female,36,tourism,4,5,4,3,3,4,3,5,4,3,neutral or dissatisfied
112509,Male,16,academic,2,3,2,4,3,3,3,2,3,3,neutral or dissatisfied
22338,Male,77,academic,4,4,4,4,1,4,5,4,5,3,satisfied
66501,Female,47,business,1,4,4,4,1,2,1,2,1,3,neutral or dissatisfied
62535,Female,23,academic,4,0,4,5,2,2,2,3,5,2,satisfied
22634,Female,43,personal,2,4,2,2,3,4,4,4,4,3,neutral or dissatisfied
26803,Male,20,academic,3,3,3,2,2,5,2,3,2,2,neutral or dissatisfied
111135,Female,25,tourism,2,2,2,3,3,3,3,3,4,3,neutral or dissatisfied
50544,Male,56,personal,2,3,2,3,3,3,3,3,3,3,neutral or dissatisfied
124228,Female,47,tourism,4,4,2,4,2,4,4,3,4,4,satisfied
96667,Male,60,tourism,3,5,3,2,1,1,1,3,4,1,neutral or dissatisfied
69615,Female,43,tourism,5,5,5,5,4,4,4,4,5,4,satisfied
110157,Male,61,business,3,5,3,1,2,2,2,5,5,2,neutral or dissatisfied
13441,Male,55,tourism,1,1,1,1,2,3,1,2,1,4,neutral or dissatisfied
7309,Male,18,aviation,1,4,1,3,1,1,1,3,3,1,neutral or dissatisfied
108810,Male,43,business,3,3,3,3,4,4,5,3,5,5,satisfied
111185,Female,60,academic,3,3,3,2,5,3,5,4,5,5,neutral or dissatisfied
39037,Male,25,business,2,1,2,4,3,3,3,3,3,3,neutral or dissatisfied
49222,Male,57,academic,4,2,2,2,4,4,4,3,4,4,satisfied
116296,Female,63,academic,2,4,2,2,2,4,5,4,4,4,neutral or dissatisfied
59657,Female,37,tourism,1,5,1,2,1,2,1,3,5,1,neutral or dissatisfied
34121,Male,36,tourism,2,4,5,4,2,2,2,3,2,2,satisfied
37412,Female,54,business,2,2,2,4,5,5,5,1,3,5,neutral or dissatisfied
104163,Male,42,aviation,4,4,4,4,2,4,4,5,4,3,satisfied
58664,Male,32,business,1,4,1,3,5,5,5,4,3,5,neutral or dissatisfied
47131,Female,65,tourism,2,3,3,3,3,3,2,4,2,3,neutral or dissatisfied
122269,Female,48,aviation,3,4,3,3,5,4,1,3,1,3,neutral or dissatisfied
92174,Male,46,tourism,1,1,1,1,5,4,4,4,4,4,satisfied
58010,Male,39,tourism,1,5,1,2,5,5,5,4,4,5,neutral or dissatisfied
100857,Female,10,tourism,2,1,1,3,1,1,1,2,4,1,neutral or dissatisfied
59307,Male,45,academic,4,4,4,4,4,4,4,3,4,4,satisfied
127642,Female,9,tourism,2,5,2,5,2,2,2,3,3,2,neutral or dissatisfied
74668,Male,8,tourism,3,1,3,2,5,5,5,2,1,5,neutral or dissatisfied
80165,Female,50,tourism,2,2,2,2,2,2,2,2,4,2,neutral or dissatisfied
101478,Male,47,business,0,0,0,2,3,4,3,3,3,5,satisfied
62875,Female,28,tourism,3,4,3,3,4,4,4,4,4,4,neutral or dissatisfied
47959,Female,63,academic,1,1,1,3,3,3,1,4,1,2,neutral or dissatisfied
73277,Female,44,academic,5,3,5,3,2,2,5,3,5,2,satisfied
71765,Male,37,aviation,1,1,1,4,1,1,1,4,4,1,neutral or dissatisfied
101853,Female,42,aviation,4,4,4,4,2,5,5,4,5,5,satisfied
588,Female,40,personal,1,1,1,1,3,4,5,3,5,4,satisfied
40305,Male,48,academic,3,2,3,4,4,4,4,4,3,4,neutral or dissatisfied
112098,Female,33,academic,2,2,2,2,4,4,4,3,4,5,satisfied
74232,Male,30,aviation,2,2,2,2,2,2,2,3,3,2,neutral or dissatisfied
111589,Female,43,business,2,2,2,4,2,4,1,3,1,2,neutral or dissatisfied
107389,Female,45,academic,3,3,3,3,3,4,4,5,4,3,satisfied
79362,Female,27,academic,4,2,2,2,4,4,4,4,3,4,neutral or dissatisfied
39908,Male,48,academic,2,4,2,3,1,1,1,4,4,1,neutral or dissatisfied
71368,Female,58,tourism,3,3,3,3,5,4,4,4,4,3,satisfied
48169,Male,60,academic,5,3,1,1,5,5,5,3,5,5,satisfied
84822,Male,20,academic,2,3,3,3,2,2,2,1,4,2,neutral or dissatisfied
63753,Female,40,business,1,1,1,1,2,4,5,5,5,3,satisfied
61440,Female,43,personal,2,5,5,5,1,3,2,1,2,2,neutral or dissatisfied
43270,Male,39,tourism,5,0,5,4,4,4,4,4,1,4,satisfied
118634,Female,34,business,3,3,3,3,3,4,3,3,3,3,neutral or dissatisfied
29696,Female,45,tourism,4,2,2,2,1,5,4,5,4,3,satisfied
74254,Male,67,tourism,2,2,2,4,3,3,3,2,3,3,neutral or dissatisfied
21717,Female,24,personal,3,3,3,2,2,2,2,5,2,2,neutral or dissatisfied
31362,Male,25,tourism,4,4,1,4,5,5,5,1,3,5,satisfied
43166,Female,34,business,3,5,3,3,5,5,5,5,4,5,neutral or dissatisfied
128894,Female,46,academic,5,3,3,3,5,5,4,5,5,5,satisfied
12402,Female,22,aviation,1,1,1,1,3,1,3,3,3,3,neutral or dissatisfied
57226,Female,62,business,3,3,3,3,5,3,5,1,5,3,neutral or dissatisfied
51657,Female,25,tourism,4,3,4,2,3,3,3,4,2,3,neutral or dissatisfied
79530,Female,24,academic,3,3,3,2,1,1,1,4,2,1,neutral or dissatisfied
94141,Female,25,tourism,3,2,4,3,5,4,5,3,4,5,neutral or dissatisfied
25212,Male,40,academic,4,1,1,1,4,4,4,2,5,4,satisfied
53448,Male,20,tourism,2,3,3,3,2,2,2,2,3,2,neutral or dissatisfied
8577,Female,35,academic,3,0,3,3,4,4,4,4,2,4,neutral or dissatisfied
59915,Male,36,business,1,1,1,1,2,5,4,5,4,3,satisfied
73053,Male,23,academic,5,0,5,4,1,1,1,4,4,1,satisfied
115774,Male,53,aviation,4,4,1,4,5,5,4,3,4,3,satisfied
105965,Female,14,tourism,4,4,4,4,3,3,3,4,3,3,neutral or dissatisfied
99978,Female,45,tourism,4,4,4,4,5,5,5,4,5,3,satisfied
81485,Female,61,academic,0,4,0,2,5,2,4,5,4,1,satisfied
89600,Female,29,tourism,0,0,0,3,2,2,2,5,4,2,satisfied
16377,Male,62,aviation,4,4,4,3,5,5,5,2,3,5,neutral or dissatisfied
64591,Female,49,aviation,0,0,0,1,3,4,3,5,3,3,satisfied
12160,Female,50,business,4,2,1,1,5,2,4,5,4,2,satisfied
95995,Male,22,tourism,3,3,2,3,3,3,3,1,4,3,neutral or dissatisfied
52459,Female,34,business,4,4,4,3,5,5,5,5,2,5,neutral or dissatisfied
126721,Male,52,aviation,3,3,3,3,2,3,3,1,3,1,neutral or dissatisfied
22706,Female,17,business,1,4,1,2,4,3,4,3,4,4,neutral or dissatisfied
36434,Male,16,business,4,1,4,3,3,3,3,3,4,3,neutral or dissatisfied
58106,Male,18,personal,2,5,2,3,3,3,3,5,4,3,neutral or dissatisfied
79150,Female,17,business,4,4,4,1,5,5,5,4,5,5,neutral or dissatisfied
114512,Male,68,business,3,2,2,2,1,4,3,3,3,4,neutral or dissatisfied
9950,Female,34,personal,2,3,2,2,3,3,3,1,3,3,neutral or dissatisfied
93067,Female,54,academic,3,4,3,2,5,5,4,5,4,3,neutral or dissatisfied
127564,Female,25,tourism,5,5,5,5,5,5,5,4,4,5,satisfied
70025,Female,12,academic,3,3,3,3,4,4,4,3,4,4,satisfied
125694,Male,8,academic,2,5,2,2,2,2,2,4,4,2,neutral or dissatisfied
38416,Female,42,business,4,1,1,1,2,5,3,2,3,3,satisfied
129551,Female,61,tourism,3,3,3,3,5,4,3,3,3,4,neutral or dissatisfied
3301,Female,78,academic,4,4,4,4,4,5,3,3,3,4,satisfied
14998,Male,53,business,2,2,2,2,1,1,1,1,4,1,neutral or dissatisfied
43905,Male,35,academic,4,5,4,3,3,3,3,3,4,3,satisfied
92923,Female,57,academic,0,4,0,3,3,4,5,5,5,5,satisfied
124332,Male,34,personal,4,4,4,3,4,4,4,1,5,4,neutral or dissatisfied
11086,Male,56,academic,3,4,4,1,5,5,5,4,5,5,neutral or dissatisfied
112220,Male,29,academic,3,3,3,4,2,5,2,3,3,2,neutral or dissatisfied
66431,Male,69,business,1,3,1,2,4,5,4,4,2,4,neutral or dissatisfied
96728,Female,56,business,3,2,3,4,1,4,3,2,3,3,neutral or dissatisfied
116092,Female,19,tourism,1,4,1,3,2,3,2,1,4,2,neutral or dissatisfied
76781,Male,23,aviation,5,0,5,2,2,3,2,4,4,2,satisfied
82648,Male,46,business,5,5,5,5,4,5,4,5,4,5,satisfied
9548,Female,31,business,2,2,2,2,5,5,5,4,5,5,satisfied
97457,Male,52,academic,5,5,5,5,5,5,3,4,3,3,satisfied
22584,Male,45,tourism,2,0,2,2,4,5,4,4,1,4,neutral or dissatisfied
32251,Male,33,tourism,3,2,2,4,5,3,5,3,1,5,neutral or dissatisfied
